a,a,a,a,a
0.008369446,1.185546875,2,1,0.979995728
0.020965576,1.375976563,2,2,1.140014648
0.004463196,0,0,2,0.990997314
0.009910583,1.19921875,1.333333333,1,0.882019043
0.004112244,1.553710938,1.333333333,2,1.116027832
0.016067505,2,1.333333333,2,1.199951172
0.005710602,1.548828125,1.333333333,2,1
0.007526398,1.883789063,2,2,1.111999512
0.004180908,1.883789063,1.333333333,1,1.103027344
0.004459381,1.33203125,1.333333333,2,0.929016113
2,2,2,2,2
0.004547119,1.694335938,2,2,1.091003418
0.004489899,1.685546875,1.333333333,1,1.070007324
0.006137848,1.4765625,1.333333333,2,1.055999756
0.002563477,1.641601563,1.333333333,2,0.977996826
0.007850647,1.704101563,2,2,1.181030273
0.004146576,1.8671875,2,1,1.145019531
0.005077362,1.767578125,1.333333333,2,1.032012939
0.003334045,1.680664063,1.333333333,2,1.04598999
0.012771606,2,1.333333333,2,1.212036133
0.229125977,1.7109375,2,2,1.467041016
0.003316879,1.680664063,1.333333333,2,1.036010742
0.005905151,2,1.333333333,2,1.171020508
0.011138916,1.791992188,1.333333333,2,1.215942383
0.012077332,0,1.333333333,1,1.20300293
0.006408691,1.705078125,1.333333333,2,1.109008789
0.00605011,2,1.333333333,2,1.213012695
0.008132935,1.883789063,2,2,1.130004883
0.005596161,0,0.666666667,2,1.111999512
0.001859665,1.435546875,1.333333333,2,0.934997559
0.008171082,1.883789063,2,1,1.145019531
0.006130219,1.500976563,1.333333333,1,1.024002075
0.003143311,0,1.333333333,2,0.896972656
0.022644043,1.732421875,1.333333333,2,1.065002441
0.006759644,1.713867188,1.333333333,1,1.054992676
0.006015778,1.883789063,2,2,1.262939453
0.005695343,1.321289063,1.333333333,2,0.98500061
0.016937256,1.791992188,1.333333333,1,1.25
0.004238129,2,1.333333333,2,1.058013916
0.007270813,1.518554688,1.333333333,2,1.093994141
0.009872437,1.747070313,1.333333333,2,0.962005615
0.002315521,1.883789063,1.333333333,2,1.012001038
0.003515244,1.413085938,1.333333333,2,0.963012695
0.006458282,1.883789063,2,1,1.134033203
0.002597809,1.435546875,1.333333333,2,0.973007202
0.010925293,1.33203125,1.333333333,2,0.967010498
0.008392334,1.548828125,1.333333333,1,0.967010498
0.035705566,1.704101563,1.333333333,2,1.198974609
0.004127502,1.78515625,2,2,1.235961914
0.006187439,1.883789063,2,2,1.12902832
0.003650665,1.280273438,1.333333333,1,0.973007202
0.006587982,1.883789063,1.333333333,2,0.957000732
0.011482239,1.883789063,1.333333333,2,1.098022461
0.002429962,1.33203125,2,2,1.055999756
0.00381279,1.73828125,1.333333333,2,0.987998962
0.006095886,1.673828125,1.333333333,2,1.059997559
0.002771378,1.883789063,1.333333333,2,0.941009521
0.004985809,1.646484375,2,2,1.103027344
0.012748718,1.641601563,2,1,0.979995728
0.004436493,1.883789063,1.333333333,2,0.977005005
0.000908375,1.883789063,1.333333333,2,0.998999596
0.007896423,1.704101563,1.333333333,2,1.177978516
0.00868988,1.747070313,1.333333333,2,1.098022461
0.005622864,1.7734375,2,2,1.126953125
0.006797791,1.45703125,1.333333333,2,0.958007813
0.004283905,1.390625,1.333333333,2,1.075012207
0.027908325,1.883789063,1.333333333,2,1.045013428
0.006351471,1.752929688,1.333333333,2,0.947998047
0.005958557,1.680664063,0.666666667,2,1.068969727
0.009986877,0,2,1,1.070983887
0.008666992,1.883789063,1.333333333,2,1.029998779
0.005691528,1.576171875,1.333333333,2,1.049987793
0.003955841,1.504882813,1.333333333,2,1.109008789
0.006408691,1.883789063,2,2,1.037994385
0.007507324,1.73046875,1.333333333,2,0.979995728
0.006881714,1.639648438,1.333333333,2,0.959991455
0.007858276,1.54296875,2,2,1.147949219
0.002897263,1.883789063,2,1,1.04901123
0.00623703,1.680664063,1.333333333,2,1.013999939
0.008071899,1.883789063,1.333333333,2,1.058990479
0.004043579,1.33203125,2,2,1.036987305
0.004203796,1.673828125,1.333333333,2,1.12097168
0.006011963,1.684570313,1.333333333,2,1.152954102
0.008087158,1.767578125,1.333333333,2,1.040008545
0.001752853,1.883789063,1.333333333,2,0.964996338
0.005386353,2,2,2,1.055999756
0.011650085,1.419921875,1.333333333,1,1.07598877
0.005672455,1.704101563,1.333333333,2,1.083984375
0.006221771,1.38671875,1.333333333,2,0.963012695
0.006790161,1.883789063,1.333333333,1,1.049987793
0.018035889,1.704101563,1.333333333,1,1.218994141
0.004558563,1.883789063,1.333333333,2,0.938995361
0.00818634,1.711914063,2,2,1.064025879
0.001460075,1.662109375,1.333333333,2,0.975006104
0.005706787,1.2265625,1.333333333,2,0.970001221
0.004199982,1.704101563,2,2,1.131958008
0.004608154,1.883789063,1.333333333,2,0.973007202
0.005786896,1.680664063,1.333333333,2,1.050994873
0.00573349,1.883789063,1.333333333,2,0.962005615
0.006278992,1.4765625,2,2,1.058990479
0.002504349,1.84765625,1.333333333,1,0.945007324
0.004795074,1.883789063,1.333333333,2,0.947998047
0.004947662,0,0.666666667,2,1.116027832
0.007312775,1.666015625,2,1,1.16003418
0.007354736,1.719726563,1.333333333,2,1.059997559
0.018051147,1.694335938,1.333333333,2,1.073974609
0.010009766,1.501953125,1.333333333,2,1.033996582
0.013206482,1.685546875,2,2,1.362060547
0.015869141,1.685546875,1.333333333,1,1.45703125
0.021865845,1.56640625,1.333333333,2,1.04598999
0.004547119,1.694335938,2,2,1.091003418
2,2,2,2,2
0.007274628,1.784179688,1.333333333,1,1.133056641
0.052215576,1.6015625,1.333333333,2,1.21105957
0.007591248,1.893554688,1.333333333,2,1.188964844
0.01423645,1.893554688,2,2,1.251953125
0.011413574,1.740234375,2,1,1.308105469
0.012252808,1.431640625,1.333333333,2,1.147949219
0.010452271,1.688476563,1.333333333,2,0.958007813
0.015975952,1.694335938,1.333333333,2,1.005001068
0.008880615,1.787109375,2,2,1.133056641
0.014099121,1.688476563,1.333333333,2,0.932983398
0.013015747,1.694335938,1.333333333,2,0.973007202
0.014526367,1.90234375,1.333333333,2,0.987998962
0.017669678,0,1.333333333,1,0.990997314
0.011131287,1.80859375,1.333333333,2,1.104003906
0.012359619,1.694335938,1.333333333,2,1.006000519
0.010810852,1.685546875,2,2,1.351074219
0.029571533,0,0.666666667,2,1.244995117
0.011299133,1.693359375,1.333333333,2,1.140991211
0.009857178,1.685546875,2,1,1.354980469
0.012168884,1.450195313,1.333333333,1,1.181030273
0.014381409,0,1.333333333,2,0.935974121
0.009307861,1.788085938,1.333333333,2,1.098999023
0.009750366,1.702148438,1.333333333,1,1.08001709
0.022033691,1.82421875,2,2,1.12298584
0.016174316,1.44921875,1.333333333,2,1.09197998
0.018676758,1.90234375,1.333333333,1,1.085998535
0.023986816,1.694335938,1.333333333,2,0.945007324
0.078430176,1.640625,1.333333333,2,1.246948242
0.048583984,1.553710938,1.333333333,2,1.065979004
0.009284973,1.685546875,1.333333333,2,1.140991211
0.019790649,1.516601563,1.333333333,2,1.094970703
0.017242432,1.685546875,2,1,1.204956055
0.007125854,1.435546875,1.333333333,2,0.95401001
0.013000488,1.56640625,1.333333333,2,0.888977051
0.008911133,1.501953125,1.333333333,1,0.95300293
0.009056091,1.82421875,1.333333333,2,1.01600647
0.010322571,1.625,2,2,1.099975586
0.023406982,1.685546875,2,2,1.203979492
0.009407043,1.435546875,1.333333333,1,0.962005615
0.015068054,1.685546875,1.333333333,2,1.12298584
0.020935059,1.69921875,1.333333333,2,1.209960938
0.011817932,1.56640625,2,2,1.068969727
0.018386841,1.431640625,1.333333333,2,1.208007813
0.017715454,1.830078125,1.333333333,2,1.238037109
0.011260986,1.685546875,1.333333333,2,1.083007813
0.0103302,1.731445313,2,2,1.278076172
0.02305603,1.893554688,2,1,1.146972656
0.011283875,1.685546875,1.333333333,2,1.107971191
0.020782471,1.685546875,1.333333333,2,1.166992188
0.010955811,1.893554688,1.333333333,2,1.005001068
0.016815186,1.787109375,1.333333333,2,1.203979492
0.026702881,1.685546875,2,2,1.112976074
0.008331299,1.559570313,1.333333333,2,0.955993652
0.021682739,1.685546875,1.333333333,2,1.109985352
0.008094788,1.69921875,1.333333333,2,1.078979492
0.01651001,1.909179688,1.333333333,2,1.088989258
0.014503479,1.40234375,0.666666667,2,1.182006836
0.017242432,0,2,1,1.17199707
0.004135132,1.82421875,1.333333333,2,1.16003418
0.018127441,1.732421875,1.333333333,2,1.126953125
0.024505615,1.552734375,1.333333333,2,1.042999268
0.022186279,1.685546875,2,2,1.077026367
0.012939453,1.885742188,1.333333333,2,1.070007324
0.02520752,1.72265625,1.333333333,2,1.029006958
0.013648987,1.485351563,2,2,1.067016602
0.015197754,1.685546875,2,1,1.101989746
0.015388489,1.688476563,1.333333333,2,0.95401001
0.020004272,1.685546875,1.333333333,2,1.128051758
0.005626678,1.56640625,2,2,1.152954102
0.012878418,1.830078125,1.333333333,2,1.197021484
0.008888245,1.715820313,1.333333333,2,1.130981445
0.016952515,1.431640625,1.333333333,2,1.055999756
0.012557983,1.685546875,1.333333333,2,1.136962891
0.004505157,1.694335938,2,2,1.067993164
0.00806427,1.419921875,1.333333333,1,1.116027832
0.015396118,1.893554688,1.333333333,2,1.178955078
0.01965332,1.54296875,1.333333333,2,1.001000404
0.013092041,1.685546875,1.333333333,1,1.083984375
0.012840271,1.82421875,1.333333333,1,1.013999939
0.107116699,1.685546875,1.333333333,2,1.04699707
0.011116028,1.711914063,2,2,1.272949219
0.007709503,1.825195313,1.333333333,2,1.085998535
0.019317627,1.893554688,1.333333333,2,1.161987305
0.016601563,1.82421875,2,2,1.112976074
0.013015747,1.685546875,1.333333333,2,1.165039063
0.009719849,1.688476563,1.333333333,2,1.131958008
0.014953613,1.685546875,1.333333333,2,1.058013916
0.015090942,1.6015625,2,2,1.193969727
0.010787964,1.685546875,1.333333333,1,1.001000404
0.023345947,1.685546875,1.333333333,2,1.052001953
0.007987976,0,0.666666667,2,1.130004883
0.007072449,1.638671875,2,1,1.032989502
0.003393173,1.758789063,2,1,1.130004883
0.007472992,1.685546875,2,1,1.135986328
0.001238823,1.702148438,2,1,1.067016602
0.002807617,1.685546875,1.333333333,1,1.096984863
0.00478363,1.685546875,0.666666667,0,1.142944336
0.012779236,1.349609375,2,1,0.996999741
0.004489899,1.685546875,1.333333333,1,1.070007324
0.007274628,1.784179688,1.333333333,1,1.133056641
2,2,2,2,2
0.001953125,1.774414063,0.666666667,1,1.096008301
0.004322052,1.864257813,2,1,1.192993164
0.007583618,1.774414063,1.333333333,1,1.018005371
0.004318237,1.771484375,1.333333333,0,1.065002441
0.00598526,1.643554688,2,1,1.291015625
0.004997253,1.638671875,2,1,1.002000809
0.008094788,1.685546875,2,1,1.039001465
0.006420135,1.900390625,1.333333333,1,1.098022461
0.005859375,1.638671875,2,1,1.01600647
0.00818634,1.685546875,2,1,1.027999878
0.005950928,1.774414063,2,1,1.059997559
0.008743286,0,2,2,1.04699707
0.273681641,1.963867188,2,1,1.455078125
0.00743103,1.685546875,2,1,1.04901123
0.005832672,1.685546875,1.333333333,1,1.130004883
0.004562378,0,0,1,1.054992676
0.003042221,1.592773438,2,1,1.130004883
0.007041931,1.685546875,1.333333333,0,1.101989746
0.00447464,1.48828125,2,2,1.156982422
0.004333496,0,2,1,1.020996094
0.001148224,1.864257813,2,1,1.117004395
0.004737854,1.833007813,2,0,1.012001038
0.013847351,1.65234375,1.333333333,1,1.083984375
0.006443024,1.672851563,2,1,1.114013672
0.01663208,1.774414063,2,2,1.155029297
0.010665894,1.685546875,2,1,0.981994629
0.014732361,1.71484375,0.666666667,1,1.070007324
0.002904892,1.500976563,2,1,1.098999023
0.004699707,1.685546875,2,1,1.081970215
0.004451752,1.864257813,2,1,1.103027344
0.007259369,1.685546875,1.333333333,0,1.018997192
0.004955292,1.702148438,2,1,1.037994385
0.007331848,1.349609375,2,1,0.932983398
0.003238678,1.702148438,2,2,1.024002075
0.006855011,1.670898438,2,1,1.04800415
0.012031555,1.59375,1.333333333,1,1.101013184
0.012535095,1.685546875,1.333333333,1,1.065002441
0.004615784,1.720703125,2,2,1.020996094
0.005016327,1.685546875,2,1,1.104980469
0.01159668,1.69140625,0.666666667,1,1.040008545
0.002521515,1.349609375,1.333333333,1,1.005001068
0.005771637,1.631835938,2,1,1.062011719
0.006942749,1.852539063,0.666666667,1,1.026992798
0.005725861,1.685546875,2,1,1.064025879
0.004081726,1.864257813,1.333333333,1,1.009002686
0.00611496,1.864257813,1.333333333,2,1.083007813
0.00585556,1.685546875,2,1,1.152954102
0.002479553,1.685546875,2,1,0.996999741
0.018707275,1.774414063,2,1,1.061004639
0.010826111,1.862304688,0.666666667,1,1.052001953
0.005931854,1.763671875,1.333333333,1,1.106018066
0.007228851,1.774414063,2,1,1.022994995
0.004333496,1.685546875,0.666666667,1,1.053985596
0.007190704,1.69140625,2,1,1.012001038
0.00446701,1.837890625,2,1,1.111022949
0.009712219,1.493164063,0,1,1.086975098
0.008872986,0,1.333333333,0,1.049987793
0.004367828,1.65234375,2,1,1.086975098
0.009109497,1.864257813,0.666666667,1,1.041992188
0.011672974,1.814453125,2,1,1.170043945
0.005512238,1.685546875,1.333333333,1,0.966003418
0.006397247,1.862304688,2,1,1.203979492
0.008674622,1.79296875,2,1,0.958007813
0.008239746,1.685546875,1.333333333,1,1.062011719
0.004909515,1.685546875,1.333333333,0,0.986999512
0.008033752,1.638671875,2,1,1.009002686
0.008865356,1.685546875,0.666666667,1,1.029006958
0.004009247,1.349609375,1.333333333,1,1.022003174
0.004009247,1.852539063,0.666666667,1,1.053985596
0.008544922,1.893554688,0.666666667,1,1.083984375
0.008216858,1.643554688,2,1,1.136962891
0.001300812,1.685546875,2,1,1.055999756
0.000945091,1.685546875,1.333333333,1,1.010002136
0.012741089,1.775390625,0.666666667,2,1.111022949
0.006797791,1.774414063,2,1,1.040008545
0.002983093,1.774414063,2,1,1.042999268
0.008033752,1.685546875,0.666666667,2,1.058990479
0.00856781,1.670898438,2,2,1.085998535
0.008468628,1.685546875,2,1,1.09197998
0.004489899,1.85546875,1.333333333,1,1.09197998
0.001181602,1.900390625,2,1,1.098022461
0.007297516,1.774414063,2,1,1.052001953
0.005138397,1.670898438,1.333333333,1,0.991996765
0.008018494,1.685546875,2,1,1.064025879
0.010452271,1.638671875,2,1,1.026992798
0.005519867,1.685546875,2,1,1.020996094
0.00560379,1.774414063,1.333333333,1,0.977005005
0.006271362,1.7734375,2,0,1.204956055
0.005786896,1.685546875,2,1,1.081970215
0.00907135,0,0,1,1.036987305
0.010681152,1.775390625,1.333333333,2,1.035003662
0.004631042,1.374023438,0.666666667,2,1.101989746
0.006389618,1.4765625,0.666666667,2,1.142944336
0.005512238,1.841796875,0.666666667,2,1.135986328
0.004676819,1.4765625,1.333333333,2,1.250976563
0.011978149,1.4765625,2,1,1.290039063
0.004291534,1.244140625,0.666666667,2,1.09197998
0.006137848,1.4765625,1.333333333,2,1.055999756
0.052215576,1.6015625,1.333333333,2,1.21105957
0.001953125,1.774414063,0.666666667,1,1.096008301
2,2,2,2,2
0.004310608,1.6015625,0.666666667,2,1.131958008
0.008247375,1.6015625,1.333333333,2,1.067993164
0.023239136,1.552734375,1.333333333,1,1.078979492
0.006267548,1.293945313,0.666666667,2,1.128051758
0.005077362,1.374023438,0.666666667,2,0.988998413
0.007686615,1.4765625,0.666666667,2,1.096984863
0.00554657,1.776367188,1.333333333,2,1.107971191
0.009078979,1.374023438,0.666666667,2,0.997999191
0.011436462,1.4765625,0.666666667,2,1.085021973
0.011024475,1.6015625,0.666666667,2,1.073974609
0.02973938,0,0.666666667,1,1.080993652
0.004127502,1.80859375,0.666666667,2,1.057006836
0.006355286,1.4765625,0.666666667,2,1.08001709
0.004543304,1.4765625,1.333333333,2,1.142944336
0.010612488,0,1.333333333,2,1.225952148
0.006225586,1.284179688,0.666666667,2,1.17199707
0.005065918,1.4765625,1.333333333,1,1.217041016
0.008544922,1.12890625,0.666666667,1,1.225952148
0.005020142,0,0.666666667,2,1.042999268
0.00193882,1.6015625,0.666666667,2,1.072021484
0.003669739,1.506835938,0.666666667,1,1.022994995
0.022445679,1.463867188,1.333333333,2,1.114013672
0.007282257,1.930664063,0.666666667,2,1.175048828
0.012191772,1.6015625,0.666666667,1,1.039001465
0.00528717,1.4765625,0.666666667,2,0.991996765
0.210693359,1.821289063,2,2,1.468017578
0.007045746,1.788085938,0.666666667,2,1.154052734
0.00274086,1.4765625,0.666666667,2,1.053009033
0.009223938,1.821289063,0.666666667,2,1.083007813
0.006317139,1.4765625,1.333333333,1,1.062011719
0.002826691,1.841796875,0.666666667,2,1.036010742
0.004520416,1.244140625,0.666666667,2,0.975997925
0.008247375,1.841796875,0.666666667,1,1.040985107
0.004932404,1.467773438,0.666666667,2,1.018005371
0.003852844,1.478515625,1.333333333,2,1.035003662
0.009796143,1.4765625,1.333333333,2,1.059997559
0.004371643,1.930664063,0.666666667,1,1.036010742
0.011672974,1.4765625,0.666666667,2,1.126953125
0.01084137,1.528320313,2,2,1.215942383
0.032836914,1.244140625,1.333333333,2,1.139038086
0.041290283,1.293945313,0.666666667,2,1.090026855
0.07244873,1.603515625,2,2,1.323974609
0.004055023,1.4765625,0.666666667,2,1.088012695
0.005859375,1.759765625,1.333333333,2,1.026000977
0.025588989,1.6015625,1.333333333,1,1.206054688
0.006095886,1.4765625,0.666666667,2,1.083007813
0.025283813,1.4765625,0.666666667,2,1.026000977
0.006690979,1.6015625,0.666666667,2,1
0.058105469,1.787109375,2,2,1.156005859
0.006641388,1.478515625,1.333333333,2,1.013999939
0.003929138,1.966796875,0.666666667,2,1.045013428
0.074768066,1.841796875,2,2,1.396972656
0.011436462,1.528320313,0.666666667,2,1.027999878
0.006275177,1.641601563,0.666666667,2,1.119995117
0.003810883,1.202148438,1.333333333,2,1.144042969
0.006816864,0,1.333333333,1,1.141967773
0.005084991,1.463867188,0.666666667,2,1.018005371
0.022491455,1.6015625,2,2,1.217041016
0.021942139,1.857421875,0.666666667,2,0.975006104
0.010055542,1.4765625,1.333333333,2,1.041992188
0.006523132,1.6015625,0.666666667,2,0.991996765
0.008415222,1.467773438,0.666666667,2,1.020004272
0.007614136,1.841796875,1.333333333,2,1.114013672
0.002811432,1.4765625,1.333333333,1,1.040008545
0.006439209,1.374023438,0.666666667,2,1.013999939
0.022033691,1.4765625,2,2,1.215942383
0.003620148,1.244140625,1.333333333,2,1.112976074
0.007160187,1.603515625,2,2,1.150024414
0.00819397,1.715820313,2,2,1.130004883
0.005588531,1.293945313,0.666666667,2,1.055999756
0.003925323,1.4765625,0.666666667,2,1.134033203
0.001654625,1.4765625,1.333333333,2,1.058990479
0.00944519,1.841796875,2,1,1.125
0.004032135,1.6015625,0.666666667,2,0.989997864
0.015090942,1.966796875,0.666666667,2,1.104980469
0.00919342,1.4765625,2,1,1.131958008
0.009674072,1.467773438,0.666666667,1,0.979995728
0.009422302,1.4765625,0.666666667,2,1.057006836
0.003620148,1.528320313,1.333333333,2,1.049987793
0.004802704,1.76171875,0.666666667,2,1.104980469
0.008270264,1.940429688,0.666666667,2,1.073974609
0.006500244,1.467773438,1.333333333,2,1.083007813
0.008537292,1.4765625,0.666666667,2,1.116027832
0.00535202,1.374023438,0.666666667,2,1.175048828
0.006156921,1.4765625,0.666666667,2,1.109985352
0.016067505,2,1.333333333,2,1.126953125
0.004096985,1.4765625,0.666666667,1,0.996999741
0.006614685,1.4765625,0.666666667,2,1.036010742
0.006820679,0,1.333333333,2,1.137939453
0.004390717,1.4765625,1.333333333,1,0.98500061
0.004947662,1.875,2,2,1.12298584
0.008293152,1.641601563,2,2,1.057006836
0.004581451,1.501953125,2,2,1.026992798
0.007316589,1.641601563,1.333333333,2,1.262939453
0.007278442,1.641601563,0.666666667,1,1.182983398
0.006519318,1.548828125,2,2,1.139038086
0.002563477,1.641601563,1.333333333,2,0.977996826
0.007591248,1.849609375,1.333333333,2,1.188964844
0.004322052,1.864257813,2,1,1.192993164
0.004310608,1.6015625,0.666666667,2,1.131958008
2,2,2,2,2
0.008201599,1.849609375,1.333333333,2,1.053985596
0.00435257,1.764648438,1.333333333,1,1.077026367
0.007266998,1.411132813,2,2,1.275878906
0.004131317,1.666992188,2,2,0.981002808
0.006317139,1.641601563,2,2,0.962005615
0.006069183,1.879882813,1.333333333,2,1.024002075
0.006206512,1.666992188,2,2,0.98399353
0.006889343,1.641601563,2,2,0.959014893
0.007904053,1.849609375,2,2,0.950012207
0.009613037,0,2,1,0.954986572
0.006240845,1.883789063,2,2,1.078979492
0.006103516,1.641601563,2,2,0.975006104
0.006103516,1.641601563,1.333333333,2,1.145019531
