id,title,similar_movies,similar_books
1-150,The Red Tent,"['0-50619', '0-20662', '0-1562', '0-74', '0-155', '0-755']","['1-150', '1-46', '1-791', '1-52', '1-49', '1-100', '1-80', '1-56', '1-156', '1-455', '1-305', '1-258', '1-179']"
1-151,"The Sea of Monsters (Percy Jackson and the Olympians, #2)","['0-49849', '0-497', '0-1865', '0-57165', '0-297762', '0-18785', '0-57800']","['1-151', '1-175', '1-41', '1-159', '1-214', '1-428', '1-294', '1-163', '1-488', '1-515', '1-370', '1-153']"
1-153,"City of Ashes (The Mortal Instruments, #2)","['0-1572', '0-16320', '0-8643', '0-44826', '0-9693']","['1-153', '1-51', '1-309', '1-134', '1-175', '1-159', '1-515', '1-70', '1-151', '1-41', '1-389', '1-214', '1-342', '1-135']"
1-154,Macbeth,"['0-770', '0-630', '0-408', '0-289', '0-1585', '0-15']","['1-154', '1-248', '1-125', '1-576', '1-353', '1-597', '1-714', '1-341', '1-29', '1-529', '1-478', '1-530', '1-79']"
1-155,"The Two Towers (The Lord of the Rings, #2)","['0-121', '0-122', '0-120', '0-17431', '0-8844', '0-87']","['1-155', '1-189', '1-161', '1-19', '1-7', '1-611', '1-28', '1-130', '1-602', '1-542', '1-593', '1-37', '1-561']"
1-156,"Something Borrowed (Darcy & Rachel, #1)","['0-3981', '0-74', '0-155', '0-272', '0-85350', '0-19913']","['1-156', '1-455', '1-305', '1-10', '1-234', '1-167', '1-196', '1-708', '1-150', '1-768', '1-729', '1-465', '1-653']"
1-158,"Charlie and the Chocolate Factory (Charlie Bucket, #1)","['0-118', '0-380', '0-39254', '0-424', '0-8844', '0-585', '0-510', '0-9654', '0-744', '0-207', '0-857']","['1-158', '1-271', '1-68', '1-675', '1-666', '1-265', '1-85', '1-102']"
1-159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)","['0-57165', '0-49849', '0-18823', '0-497', '0-285', '0-9693', '0-14574']","['1-159', '1-175', '1-151', '1-41', '1-214', '1-428', '1-294', '1-163', '1-488', '1-153', '1-515', '1-370']"
1-161,"The Return of the King (The Lord of the Rings, #3)","['0-122', '0-120', '0-121', '0-17431', '0-8844', '0-11474']","['1-161', '1-189', '1-155', '1-19', '1-611', '1-7', '1-37', '1-542', '1-602', '1-332', '1-28', '1-593', '1-641']"
1-162,The Stranger,"['0-380', '0-8966', '0-497', '0-73', '0-620', '0-278', '0-745', '0-117', '0-680']","['1-162', '1-55', '1-173', '1-178', '1-606', '1-8', '1-168', '1-255', '1-311', '1-225']"
1-163,"The Lost Hero (The Heroes of Olympus, #1)","['0-6466', '0-1452', '0-57165', '0-184315', '0-18823']","['1-163', '1-428', '1-159', '1-214', '1-175', '1-151', '1-41', '1-294', '1-558', '1-369', '1-631', '1-588', '1-488', '1-491']"
1-165,"A Feast for Crows (A Song of Ice and Fire, #4)","['0-10138', '0-45269', '0-58595', '0-122', '0-17431', '0-508', '0-1734', '0-810']","['1-165', '1-135', '1-39', '1-188', '1-110', '1-598', '1-746', '1-648', '1-669', '1-624', '1-724']"
1-167,"American Gods (American Gods, #1)","['0-10195', '0-18823', '0-72559', '0-608', '0-4347']","['1-167', '1-370', '1-760', '1-653', '1-593', '1-258', '1-455', '1-156', '1-666', '1-197', '1-212', '1-723', '1-132', '1-175']"
1-168,The Stand,"['0-18785', '0-4232', '0-1878', '0-1359', '0-88', '0-402', '0-927', '0-63', '0-238', '0-817', '0-18']","['1-168', '1-28', '1-311', '1-55', '1-487', '1-14', '1-715', '1-371']"
1-169,The Last Song,"['0-9654', '0-27582', '0-8271', '0-76726', '0-924', '0-37834', '0-19913', '0-297762', '0-87502', '0-3131', '0-14836']","['1-169', '1-120', '1-622', '1-88', '1-779', '1-515', '1-179', '1-115']"
1-170,Digital Fortress,"['0-120', '0-121', '0-122', '0-45612', '0-1571', '0-27205', '0-9738', '0-166424', '0-44912', '0-36669', '0-955', '0-591', '0-1452', '0-2024', '0-644', '0-2059']","['1-170', '1-110', '1-609']"
1-171,Emma,"['0-41630', '0-24428', '0-500', '0-9335', '0-4108', '0-14', '0-37135']","['1-171', '1-338', '1-43', '1-10', '1-76', '1-540', '1-361', '1-471', '1-230', '1-451', '1-590', '1-63']"
1-172,Anna Karenina,"['0-9444', '0-2252', '0-6479', '0-278927', '0-106']","['1-172', '1-64', '1-498', '1-177', '1-485', '1-103', '1-471', '1-171', '1-718', '1-451', '1-5', '1-782', '1-109', '1-230']"
1-173,A Clockwork Orange,"['0-185', '0-953', '0-10527', '0-80321', '0-44833', '0-23823', '0-1734', '0-5176', '0-3981', '0-278', '0-311']","['1-173', '1-617', '1-715', '1-78', '1-653', '1-734', '1-55', '1-328']"
1-174,The Shack,"['0-920', '0-508', '0-17654', '0-310', '0-591', '0-38365', '0-8643']","['1-174', '1-786', '1-784', '1-409', '1-26', '1-504', '1-743', '1-640', '1-436', '1-515', '1-779', '1-522']"
1-175,"The Last Olympian (Percy Jackson and the Olympians, #5)","['0-57165', '0-49849', '0-497', '0-297762', '0-41733', '0-652', '0-956', '0-18823']","['1-175', '1-151', '1-159', '1-41', '1-214', '1-428', '1-294', '1-488', '1-163', '1-370', '1-515']"
1-176,It,"['0-6637', '0-2059', '0-9738', '0-166424', '0-244786', '0-585', '0-19913', '0-4133', '0-27022', '0-3933']","['1-176', '1-132', '1-38', '1-703', '1-494', '1-515', '1-612', '1-725', '1-705']"
1-177,Crime and Punishment,['0-389'],"['1-177', '1-498', '1-172', '1-718', '1-485', '1-446', '1-58', '1-230', '1-71', '1-103', '1-109', '1-471', '1-618', '1-614', '1-402', '1-83', '1-43', '1-361']"
1-178,The Bell Jar,"['0-207', '0-817', '0-497', '0-510', '0-88']","['1-178', '1-332', '1-55', '1-476', '1-255', '1-271', '1-225', '1-8', '1-487', '1-793', '1-13', '1-425', '1-66', '1-168']"
1-179,"Angela's Ashes (Frank McCourt, #1)","['0-9335', '0-4108', '0-141', '0-13387', '0-7220', '0-14', '0-277', '0-924']","['1-179', '1-294', '1-627', '1-409', '1-137', '1-685', '1-428', '1-436', '1-115', '1-745', '1-325']"
1-180,Siddhartha,[],"['1-180', '1-744', '1-485', '1-301', '1-58', '1-71', '1-109', '1-357', '1-590', '1-103', '1-498', '1-650', '1-95', '1-402', '1-83', '1-361', '1-718', '1-298', '1-172']"
1-182,"Beautiful Creatures (Caster Chronicles, #1)","['0-41733', '0-956', '0-954', '0-955', '0-6479', '0-57800', '0-585', '0-5255', '0-8643', '0-587']","['1-182', '1-120', '1-118', '1-175', '1-653', '1-187', '1-703', '1-234', '1-88']"
1-183,"Clockwork Angel (The Infernal Devices, #1)","['0-23168', '0-23823', '0-41630', '0-24428', '0-11631', '0-834', '0-9476']","['1-183', '1-4', '1-338', '1-51', '1-259', '1-134', '1-482', '1-91', '1-38', '1-376', '1-153', '1-39']"
1-184,Matilda,"['0-1493', '0-640', '0-399019', '0-76726', '0-587', '0-673', '0-672']","['1-184', '1-282', '1-57', '1-647', '1-312', '1-594', '1-268', '1-779', '1-642', '1-430', '1-278', '1-21']"
1-185,The Night Circus,"['0-80321', '0-75656', '0-35019', '0-18360', '0-1593', '0-24428', '0-587', '0-674', '0-673']","['1-185', '1-46', '1-682', '1-91', '1-282', '1-167', '1-176', '1-708', '1-481', '1-322']"
1-187,"Uglies (Uglies, #1)","['0-644', '0-8247', '0-1903', '0-38050', '0-5876', '0-1927', '0-52520', '0-508', '0-70981', '0-83542', '0-3131']","['1-187', '1-519', '1-111', '1-486', '1-376', '1-683', '1-675', '1-729']"
1-188,"A Dance with Dragons (A Song of Ice and Fire, #5)","['0-10138', '0-58595', '0-2270', '0-121', '0-3933', '0-1734']","['1-188', '1-135', '1-110', '1-39', '1-165', '1-648', '1-389', '1-746', '1-53', '1-565', '1-729', '1-239', '1-491']"
1-189,"The Lord of the Rings (The Lord of the Rings, #3)","['0-120', '0-122', '0-121', '0-8844', '0-17431', '0-11932', '0-44912', '0-36647']","['1-189', '1-19', '1-155', '1-161', '1-7', '1-611', '1-332', '1-593', '1-28', '1-602', '1-542']"
1-192,"The Name of the Wind (The Kingkiller Chronicle, #1)","['0-955', '0-557', '0-37799', '0-2270', '0-141', '0-6947', '0-4442']","['1-192', '1-307', '1-370', '1-522', '1-666', '1-465', '1-682', '1-729', '1-167', '1-258', '1-622', '1-784']"
1-194,"Moby-Dick or, The Whale",['0-62'],"['1-194', '1-699', '1-293', '1-706', '1-71', '1-547', '1-97', '1-518', '1-204', '1-540', '1-446', '1-301', '1-230', '1-257', '1-138', '1-650', '1-614', '1-485']"
1-195,The Guernsey Literary and Potato Peel Pie Society,"['0-508', '0-24428', '0-810', '0-82695', '0-254', '0-22', '0-1949', '0-58']","['1-195', '1-786', '1-522', '1-84', '1-196', '1-114', '1-60', '1-344', '1-682', '1-723', '1-490']"
1-196,Fight Club,"['0-550', '0-263115', '0-96721', '0-37799', '0-8456', '0-114150']","['1-196', '1-80', '1-547', '1-457', '1-781', '1-156', '1-455', '1-467', '1-416', '1-784', '1-6', '1-226', '1-68']"
1-197,"Dead Until Dark (Sookie Stackhouse, #1)","['0-64688', '0-36648', '0-215', '0-6466', '0-36647', '0-52520', '0-36586', '0-72331']","['1-197', '1-748', '1-558', '1-631', '1-652', '1-624', '1-724', '1-527', '1-56', '1-167', '1-49']"
1-198,The Color Purple,"['0-1903', '0-41630', '0-72331', '0-500', '0-1272', '0-176', '0-4922', '0-411', '0-1949']","['1-198', '1-356', '1-757', '1-60', '1-522', '1-682', '1-167', '1-504', '1-557', '1-486']"
1-199,Marley and Me: Life and Love With the World's Worst Dog,"['0-308266', '0-7453', '0-7551']","['1-199', '1-658', '1-36', '1-295', '1-604', '1-179', '1-325', '1-784', '1-515', '1-490', '1-653', '1-337', '1-278', '1-582', '1-516', '1-60']"
1-201,"The Lost Symbol (Robert Langdon, #3)","['0-591', '0-16320', '0-559', '0-41733', '0-1930', '0-27205', '0-557', '0-411', '0-2454', '0-395']","['1-201', '1-26', '1-493', '1-9', '1-328', '1-1', '1-20', '1-17', '1-241']"
1-202,"Hush, Hush (Hush, Hush, #1)","['0-68727', '0-8363', '0-4638', '0-322', '0-680', '0-22970', '0-16320', '0-508', '0-1930']","['1-202', '1-434', '1-504', '1-660', '1-609', '1-268', '1-132', '1-107', '1-588', '1-428']"
1-204,A Christmas Carol,['0-239'],"['1-204', '1-194', '1-485', '1-614', '1-213', '1-109', '1-298', '1-590', '1-71', '1-497', '1-701', '1-103', '1-718', '1-446', '1-361', '1-138', '1-357', '1-301']"
1-205,"Interview with the Vampire (The Vampire Chronicles, #1)","['0-36647', '0-620', '0-755', '0-36648', '0-2978', '0-72331', '0-52520', '0-426', '0-36586', '0-111', '0-6114']","['1-205', '1-305', '1-696', '1-763', '1-793', '1-349', '1-317', '1-624']"
1-207,"One for the Money (Stephanie Plum, #1)","['0-59967', '0-107', '0-10764', '0-228150', '0-10201', '0-36669', '0-3981', '0-39254', '0-644', '0-72559', '0-1949']","['1-207', '1-516', '1-484', '1-708', '1-556', '1-336', '1-78', '1-520']"
1-209,"The Silence of the Lambs  (Hannibal Lecter, #2)","['0-65754', '0-339988', '0-644', '0-4922', '0-1949', '0-8966', '0-402', '0-411', '0-27576', '0-22', '0-39513']","['1-209', '1-431', '1-16', '1-123', '1-266', '1-729', '1-511', '1-526']"
1-212,Atonement,"['0-4347', '0-74', '0-39513', '0-8271', '0-10555', '0-1359']","['1-212', '1-557', '1-342', '1-467', '1-243', '1-627', '1-457', '1-488', '1-111', '1-167', '1-354', '1-504', '1-622']"
1-213,The Metamorphosis,"['0-9804', '0-567']","['1-213', '1-614', '1-718', '1-230', '1-177', '1-93', '1-204', '1-71', '1-590', '1-301', '1-485', '1-10', '1-257', '1-518', '1-498', '1-109', '1-471']"
1-214,"The Titan's Curse (Percy Jackson and the Olympians, #3)","['0-49849', '0-297762', '0-18360', '0-57165', '0-497', '0-1593', '0-83542', '0-18823']","['1-214', '1-175', '1-151', '1-41', '1-159', '1-428', '1-294', '1-163', '1-488', '1-370', '1-515']"
1-215,Ready Player One,"['0-163', '0-12162', '0-1734', '0-417859', '0-14564', '0-97630', '0-253412', '0-124905', '0-1966', '0-674', '0-19995', '0-82690']","['1-215', '1-70', '1-53', '1-729', '1-562', '1-599', '1-751']"
1-221,"A Child Called ""It"" (Dave Pelzer #1)","['0-956', '0-787', '0-2770', '0-2978', '0-605', '0-8363', '0-604']","['1-221', '1-13', '1-640', '1-441', '1-371', '1-64', '1-259', '1-344', '1-407', '1-175', '1-708', '1-137']"
1-222,"The Bourne Identity (Jason Bourne, #1)","['0-644', '0-1903', '0-8247', '0-38050', '0-298', '0-5876', '0-855', '0-155', '0-1927', '0-388', '0-6466', '0-1966', '0-49026', '0-1246', '0-591']","['1-222', '1-588', '1-111', '1-9']"
1-225,East of Eden,"['0-41630', '0-1272', '0-176', '0-72331', '0-4011', '0-755', '0-754', '0-207']","['1-225', '1-85', '1-265', '1-522', '1-149', '1-475', '1-117', '1-32', '1-131', '1-66', '1-37']"
1-226,Dark Places,['0-322'],"['1-226', '1-654', '1-196', '1-791', '1-653', '1-384', '1-328', '1-784', '1-165', '1-477', '1-118', '1-627', '1-754', '1-515', '1-665', '1-457', '1-39', '1-526']"
1-227,The Client,"['0-49519', '0-11430', '0-8966', '0-97630', '0-10527', '0-674', '0-644', '0-65754']","['1-227', '1-703', '1-515', '1-588', '1-761', '1-408', '1-628', '1-9', '1-388', '1-304', '1-104']"
1-229,Alice's Adventures in Wonderland & Through the Looking-Glass,"['0-408', '0-1562']","['1-257', '1-229', '1-545', '1-271', '1-93', '1-446', '1-614', '1-601', '1-444', '1-413', '1-485', '1-43', '1-518', '1-109', '1-83', '1-402', '1-58']"
1-230,Persuasion,[],"['1-230', '1-133', '1-10', '1-76', '1-471', '1-618', '1-451', '1-171', '1-43', '1-71', '1-624', '1-540', '1-652', '1-671', '1-93', '1-498', '1-177', '1-413', '1-361']"
1-232,"The Gunslinger (The Dark Tower, #1)","['0-8456', '0-8247', '0-49849', '0-19995', '0-4442', '0-14564', '0-13186', '0-673', '0-9476']","['1-232', '1-725', '1-612', '1-295', '1-711', '1-86', '1-700', '1-757', '1-264', '1-642']"
1-233,Love in the Time of Cholera,"['0-7220', '0-82695', '0-508']","['1-233', '1-653', '1-708', '1-436', '1-515', '1-467', '1-369', '1-68', '1-516', '1-120', '1-723', '1-268', '1-179', '1-430', '1-111', '1-757']"
1-234,Speak,"['0-350', '0-278', '0-10193', '0-862', '0-1562', '0-640', '0-924', '0-74', '0-2770']","['1-234', '1-675', '1-488', '1-156', '1-455', '1-305', '1-120', '1-369', '1-68', '1-564']"
1-237,Carrie,"['0-133805', '0-1375', '0-2105', '0-4232', '0-927', '0-948', '0-627', '0-9552', '0-1402', '0-207', '0-278']","['1-237', '1-321', '1-268', '1-65', '1-425', '1-129', '1-691', '1-621']"
1-239,World War Z: An Oral History of the Zombie War,"['0-19908', '0-924', '0-9693', '0-27576', '0-1562', '0-1272', '0-855', '0-254', '0-72559', '0-285783', '0-36669', '0-676']","['1-239', '1-408', '1-453', '1-665', '1-119', '1-588', '1-188']"
1-241,Number the Stars,"['0-559', '0-41733', '0-1930', '0-423', '0-557', '0-1272', '0-5876', '0-411', '0-16869', '0-2454', '0-14574', '0-644', '0-508', '0-1903', '0-8247']","['1-241', '1-142', '1-328', '1-490']"
1-243,Misery,"['0-39513', '0-497', '0-257211', '0-948', '0-1359', '0-1538', '0-44833']","['1-243', '1-457', '1-488', '1-126', '1-111', '1-622', '1-354', '1-504', '1-357', '1-326', '1-212', '1-786']"
1-245,Bridge to Terabithia,"['0-11932', '0-377', '0-679', '0-1573', '0-857', '0-13', '0-500']","['1-245', '1-791', '1-577', '1-80', '1-321', '1-66', '1-85', '1-265', '1-8', '1-349', '1-225', '1-117']"
1-246,"Marked (House of Night, #1)","['0-37799', '0-634', '0-462', '0-671', '0-674']","['1-246', '1-491', '1-449', '1-163', '1-234', '1-416', '1-39', '1-182', '1-369', '1-118', '1-306', '1-586', '1-340', '1-165']"
1-248,A Midsummer Night's Dream,"['0-408', '0-630', '0-770', '0-289', '0-1585', '0-15']","['1-248', '1-154', '1-576', '1-597', '1-529', '1-341', '1-479', '1-478', '1-714', '1-79', '1-772', '1-125', '1-530']"
1-249,Extremely Loud and Incredibly Close,"['0-9476', '0-22804', '0-834', '0-673', '0-388', '0-254', '0-1359']","['1-249', '1-762', '1-424', '1-142', '1-91', '1-259', '1-322', '1-376', '1-18', '1-26', '1-123', '1-725']"
1-252,"Cinder (The Lunar Chronicles, #1)","['0-52520', '0-834', '0-11324', '0-17431', '0-853', '0-6479', '0-8363', '0-1927', '0-4442', '0-9738', '0-49047', '0-166424', '0-71672']","['1-252', '1-642', '1-665', '1-624', '1-377', '1-165']"
1-255,Atlas Shrugged,"['0-1368', '0-280', '0-497', '0-1572']","['1-255', '1-55', '1-297', '1-606', '1-410', '1-335', '1-371', '1-13', '1-173', '1-225', '1-493', '1-178', '1-611', '1-161', '1-168']"
1-257,Alice in Wonderland,"['0-408', '0-1562']","['1-229', '1-257', '1-545', '1-271', '1-93', '1-446', '1-614', '1-413', '1-485', '1-43', '1-601', '1-444', '1-109', '1-402', '1-83', '1-58', '1-590']"
1-258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","['0-634', '0-9693', '0-215', '0-508', '0-644', '0-1903', '0-8247', '0-1927', '0-38050', '0-71672']","['1-258', '1-494', '1-600', '1-167', '1-591', '1-111', '1-115', '1-745', '1-104']"
1-259,"The Scorch Trials (Maze Runner, #2)","['0-44214', '0-6637', '0-4922', '0-8643', '0-52520', '0-72331', '0-27205', '0-9476', '0-693']","['1-259', '1-376', '1-91', '1-304', '1-642', '1-336', '1-249', '1-221', '1-322', '1-367']"
1-263,Ella Enchanted,"['0-49849', '0-41733', '0-559', '0-1930', '0-557', '0-150689', '0-411', '0-508', '0-20662', '0-3933', '0-809', '0-2454']","['1-263', '1-465', '1-294', '1-328', '1-685', '1-682', '1-368']"
1-264,The Sun Also Rises,"['0-8456', '0-49849', '0-19995', '0-4442', '0-14564', '0-88', '0-13186']","['1-264', '1-295', '1-86', '1-232', '1-725', '1-782', '1-703', '1-103', '1-357', '1-485', '1-5', '1-401']"
1-265,A Tree Grows in Brooklyn,"['0-88', '0-322', '0-277', '0-948', '0-2105', '0-755', '0-238', '0-207']","['1-85', '1-265', '1-616', '1-670', '1-90', '1-317', '1-225', '1-271', '1-633', '1-311', '1-577']"
1-266,"Kiss the Girls (Alex Cross, #2)","['0-296', '0-44833', '0-755', '0-534', '0-23823', '0-7191', '0-10527', '0-953', '0-5915']","['1-266', '1-64', '1-617', '1-575', '1-645', '1-682', '1-693', '1-123', '1-504', '1-747']"
1-268,Never Let Me Go,"['0-1375', '0-39513', '0-107', '0-1493', '0-627', '0-17431', '0-663', '0-1584', '0-4248']","['1-268', '1-409', '1-788', '1-516', '1-237', '1-490', '1-653', '1-494', '1-369', '1-184']"
1-270,Rebecca,"['0-550', '0-694', '0-581']","['1-270', '1-781', '1-117', '1-417', '1-738', '1-681', '1-793', '1-80', '1-664', '1-72', '1-284', '1-311', '1-48', '1-255', '1-89', '1-715']"
1-271,Flowers for Algernon,"['0-380', '0-39254', '0-118', '0-9654', '0-744', '0-207', '0-857', '0-5176']","['1-271', '1-68', '1-675', '1-666', '1-158', '1-257', '1-229', '1-738', '1-55', '1-85', '1-265']"
1-272,Like Water for Chocolate,"['0-46195', '0-13186', '0-72105', '0-214', '0-534', '0-4922', '0-27578']","['1-272', '1-669', '1-340', '1-325', '1-467', '1-504', '1-488', '1-616', '1-757', '1-394', '1-118', '1-617']"
1-273,Snow Flower and the Secret Fan,"['0-44214', '0-58595', '0-7191', '0-38757', '0-3981']","['1-273', '1-57', '1-754', '1-20', '1-78', '1-17', '1-135', '1-278', '1-110', '1-119', '1-383', '1-784', '1-118', '1-515']"
1-275,An Abundance of Katherines,"['0-508', '0-42684', '0-228150', '0-956', '0-409', '0-35', '0-1597', '0-1422', '0-672']","['1-275', '1-11', '1-93', '1-34', '1-344', '1-201', '1-467', '1-757', '1-60', '1-77']"
1-278,A Light in the Attic,"['0-676', '0-256591', '0-7453', '0-4922', '0-3981']","['1-278', '1-733', '1-115', '1-745', '1-482', '1-119', '1-467', '1-273', '1-625', '1-45', '1-100', '1-239', '1-653', '1-436']"
1-282,Coraline,"['0-14836', '0-1562', '0-671', '0-585', '0-27205']","['1-282', '1-184', '1-322', '1-312', '1-647', '1-480', '1-499', '1-586', '1-60', '1-779', '1-314', '1-703', '1-356', '1-2']"
1-283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","['0-41630', '0-68727', '0-1272', '0-4638', '0-411', '0-27022', '0-176', '0-72331', '0-9476', '0-83542', '0-310', '0-87827']","['1-283', '1-504', '1-416', '1-522', '1-165', '1-137', '1-104']"
1-284,On the Road,"['0-5255', '0-627', '0-745']","['1-284', '1-104', '1-593', '1-130', '1-410', '1-626', '1-577', '1-292', '1-205', '1-14', '1-311', '1-461', '1-602', '1-89', '1-66', '1-168']"
1-286,The Lucky One,"['0-263115', '0-285', '0-22', '0-6637', '0-3933', '0-9738', '0-2059', '0-58', '0-166424', '0-57165', '0-308266', '0-27022', '0-7551']","['1-286', '1-622', '1-484', '1-453', '1-450', '1-528']"
1-287,The Fountainhead,"['0-207', '0-1724', '0-2668', '0-402', '0-620', '0-489', '0-73', '0-2978', '0-772']","['1-287', '1-265', '1-85', '1-606', '1-577', '1-664', '1-670', '1-55', '1-386', '1-178']"
1-288,"The Hunt for Red October (Jack Ryan Universe, #4)","['0-8456', '0-75612', '0-857', '0-594', '0-161', '0-44833', '0-72570', '0-23483', '0-12437', '0-217', '0-41733', '0-534', '0-4922', '0-141']","['1-288', '1-628', '1-400', '1-135', '1-239']"
1-289,"Watership Down (Watership Down, #1)","['0-1924', '0-11932', '0-762', '0-9340', '0-792']","['1-289', '1-601', '1-6', '1-294', '1-428', '1-545', '1-606', '1-32', '1-55', '1-271', '1-664', '1-168', '1-66', '1-14']"
1-292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","['0-10140', '0-2454', '0-411', '0-6114', '0-1878', '0-240832', '0-9340']","['1-292', '1-602', '1-347', '1-37', '1-641', '1-332', '1-542', '1-593', '1-386', '1-297', '1-471', '1-28']"
1-293,Treasure Island,"['0-2770', '0-2105', '0-8273', '0-162', '0-954', '0-2059']","['1-293', '1-58', '1-83', '1-402', '1-194', '1-699', '1-518', '1-103', '1-97', '1-441', '1-71', '1-346', '1-547']"
1-294,"The Son of Neptune (The Heroes of Olympus, #2)","['0-9335', '0-4108', '0-49849', '0-141', '0-13387']","['1-294', '1-428', '1-175', '1-41', '1-151', '1-159', '1-214', '1-6', '1-179', '1-163', '1-289', '1-488', '1-601', '1-263']"
1-295,11/22/1963,"['0-8456', '0-49849', '0-19995', '0-4442', '0-14564', '0-13186', '0-88', '0-671']","['1-295', '1-86', '1-232', '1-725', '1-370', '1-264', '1-2', '1-21', '1-23', '1-18', '1-761']"
